time,trade,direction,units,cost,profitLoss,actualOrder
2022-01-19T15:37:00.000000000,1,SHORT,520409,59523912,0.0,"{'id': '392', 'time': '2022-01-19T15:38:00.498761094Z', 'userID': 18634590, 'accountID': '101-001-18634590-004', 'batchID': '391', 'requestID': '78947185808775640', 'type': 'ORDER_FILL', 'orderID': '391', 'instrument': 'USD_JPY', 'units': '-520409.0', 'gainQuoteHomeConversionFactor': '0.008700518566', 'lossQuoteHomeConversionFactor': '0.008787960964', 'price': 114.354, 'fullVWAP': 114.354, 'fullPrice': {'type': 'PRICE', 'bids': [{'price': 114.354, 'liquidity': '10000000'}], 'asks': [{'price': 114.368, 'liquidity': '10000000'}], 'closeoutBid': 114.354, 'closeoutAsk': 114.368}, 'reason': 'MARKET_ORDER', 'pl': '0.0', 'financing': '0.0', 'commission': '0.0', 'guaranteedExecutionFee': '0.0', 'accountBalance': '14880.9929', 'tradeOpened': {'tradeID': '392', 'units': '-520409.0', 'price': 114.354, 'guaranteedExecutionFee': '0.0', 'halfSpreadCost': '31.8541', 'initialMarginRequired': '10408.18'}, 'halfSpreadCost': '31.8541'}"
